"work_num","location","type","importance_c","log_est_cost_c","treated","post","did","token_cost","outcome_type","outcome"
"WO-00123","D230","Elevator",0.1775,0.557276030378562,0,0,0,0,"log_overrun_ratio",0.236690349302336
"WO-00123","D230","Elevator",0.1775,0.557276030378562,0,0,0,0,"log_days_to_complete",3.33932197794407
"WO-00124","B816","Plumbing",-0.8225,-0.74408399633357,1,0,0,0,"log_overrun_ratio",0.00793074718344458
"WO-00124","B816","Plumbing",-0.8225,-0.74408399633357,1,0,0,0,"log_days_to_complete",2.00148000021012
"WO-00125","B887","Electrical",1.1775,-0.0862876310825271,1,1,1,82.1971,"log_overrun_ratio",0.00867783224446288
"WO-00125","B887","Electrical",1.1775,-0.0862876310825271,1,1,1,82.1971,"log_days_to_complete",2.76000994003292
"WO-00126","D640","Plumbing",-0.8225,-0.698416928979359,0,0,0,0,"log_overrun_ratio",0.102130125304777
"WO-00126","D640","Plumbing",-0.8225,-0.698416928979359,0,0,0,0,"log_days_to_complete",1.93152141160321
"WO-00127","B818","Elevator",0.1775,0.26824975574184,1,1,1,82.207,"log_overrun_ratio",0.149357374230857
"WO-00127","B818","Elevator",0.1775,0.26824975574184,1,1,1,82.207,"log_days_to_complete",2.68784749378469
"WO-00128","D819","HVAC",0.1775,0.525868034577584,0,0,0,0,"log_overrun_ratio",0.247343253581406
"WO-00128","D819","HVAC",0.1775,0.525868034577584,0,0,0,0,"log_days_to_complete",2.91235066461494
"WO-00129","D492","HVAC",1.1775,0.287805862470448,1,1,1,82.2053,"log_overrun_ratio",0.0656818274970258
"WO-00129","D492","HVAC",1.1775,0.287805862470448,1,1,1,82.2053,"log_days_to_complete",2.86220088092947
"WO-00130","B358","Elevator",0.1775,0.455065136886461,0,0,0,0,"log_overrun_ratio",-0.356675097943025
"WO-00130","B358","Elevator",0.1775,0.455065136886461,0,0,0,0,"log_days_to_complete",2.29253475714054
"WO-00131","E544","Electrical",-0.8225,-0.21637919759783,0,0,0,0,"log_overrun_ratio",0.155346205289172
"WO-00131","E544","Electrical",-0.8225,-0.21637919759783,0,0,0,0,"log_days_to_complete",2.37954613413017
"WO-00132","B435","Plumbing",0.1775,-1.21353490689368,1,1,1,82.2055,"log_overrun_ratio",0.198271699713629
"WO-00132","B435","Plumbing",0.1775,-1.21353490689368,1,1,1,82.2055,"log_days_to_complete",2.81540871942271
"WO-00133","B358","Electrical",-1.8225,-0.395218107854037,0,0,0,0,"log_overrun_ratio",0.0742165420926686
"WO-00133","B358","Electrical",-1.8225,-0.395218107854037,0,0,0,0,"log_days_to_complete",1.7404661748405
"WO-00134","D513","HVAC",-1.8225,0.296028768022259,0,0,0,0,"log_overrun_ratio",0.177035517766511
"WO-00134","D513","HVAC",-1.8225,0.296028768022259,0,0,0,0,"log_days_to_complete",1.70474809223843
"WO-00135","D492","Plumbing",1.1775,-0.528859974606416,1,1,1,82.2047,"log_overrun_ratio",0.135577597584582
"WO-00135","D492","Plumbing",1.1775,-0.528859974606416,1,1,1,82.2047,"log_days_to_complete",2.66025953726586
"WO-00136","E252","Fire Safety",-1.8225,-0.534509131233566,1,1,1,82.2013,"log_overrun_ratio",0.163590628736215
"WO-00136","E252","Fire Safety",-1.8225,-0.534509131233566,1,1,1,82.2013,"log_days_to_complete",1.30833281965018
"WO-00137","B435","Fire Safety",0.1775,-0.178388385169258,1,0,0,0,"log_overrun_ratio",0.304779561097211
"WO-00137","B435","Fire Safety",0.1775,-0.178388385169258,1,0,0,0,"log_days_to_complete",3.21486780347066
"WO-00138","C252","Elevator",1.1775,0.701007592561902,0,0,0,0,"log_overrun_ratio",0.166206331870756
"WO-00138","C252","Elevator",1.1775,0.701007592561902,0,0,0,0,"log_days_to_complete",3.1904763503465
"WO-00139","E252","HVAC",0.1775,0.566459043989525,1,1,1,82.2047,"log_overrun_ratio",0.114559351492635
"WO-00139","E252","HVAC",0.1775,0.566459043989525,1,1,1,82.2047,"log_days_to_complete",2.9391619220656
"WO-00140","D804","HVAC",-0.8225,0.434160209558115,1,1,1,82.2018,"log_overrun_ratio",0.172734998195395
"WO-00140","D804","HVAC",-0.8225,0.434160209558115,1,1,1,82.2018,"log_days_to_complete",2.54160199346455
"WO-00141","C285","Roofing",0.1775,0.271665400312589,0,0,0,0,"log_overrun_ratio",0.316081954908313
"WO-00141","C285","Roofing",0.1775,0.271665400312589,0,0,0,0,"log_days_to_complete",2.90142159408275
"WO-00142","A375","Plumbing",0.1775,-0.854519195945038,0,0,0,0,"log_overrun_ratio",0.171017958660989
"WO-00142","A375","Plumbing",0.1775,-0.854519195945038,0,0,0,0,"log_days_to_complete",3.4904285153901
"WO-00143","B558","HVAC",-0.8225,0.909363289881048,0,0,0,0,"log_overrun_ratio",-0.270027352809831
"WO-00143","B558","HVAC",-0.8225,0.909363289881048,0,0,0,0,"log_days_to_complete",2.34180580614733
"WO-00144","A428","HVAC",-0.8225,0.271324101281136,0,0,0,0,"log_overrun_ratio",0.168334338652049
"WO-00144","A428","HVAC",-0.8225,0.271324101281136,0,0,0,0,"log_days_to_complete",2.40694510831829
"WO-00145","A389","Plumbing",0.1775,-1.16780372817227,1,1,1,82.205,"log_overrun_ratio",0.358051227051168
"WO-00145","A389","Plumbing",0.1775,-1.16780372817227,1,1,1,82.205,"log_days_to_complete",2.30258509299405
"WO-00146","E563","HVAC",0.1775,0.267084759075162,1,0,0,0,"log_overrun_ratio",0.579477372904028
"WO-00146","E563","HVAC",0.1775,0.267084759075162,1,0,0,0,"log_days_to_complete",2.59525470695687
"WO-00147","E311","IT",0.1775,-0.42605981953384,1,1,1,82.2065,"log_overrun_ratio",0.0591530565857651
"WO-00147","E311","IT",0.1775,-0.42605981953384,1,1,1,82.2065,"log_days_to_complete",3.38099467434464
"WO-00148","B887","Roofing",2.1775,0.117077551815782,1,1,1,82.2053,"log_overrun_ratio",0.132096582425459
"WO-00148","B887","Roofing",2.1775,0.117077551815782,1,1,1,82.2053,"log_days_to_complete",4.14788532915013
"WO-00149","B887","Electrical",-0.8225,-0.515485996924173,1,1,1,82.2084,"log_overrun_ratio",0.0520461042072271
"WO-00149","B887","Electrical",-0.8225,-0.515485996924173,1,1,1,82.2084,"log_days_to_complete",2.32238772029023
"WO-00150","D640","HVAC",1.1775,0.508143940477664,0,0,0,0,"log_overrun_ratio",-0.0651793005173608
"WO-00150","D640","HVAC",1.1775,0.508143940477664,0,0,0,0,"log_days_to_complete",3.05400118167797
"WO-00151","E957","Fire Safety",-0.8225,-0.483296677516529,1,0,0,0,"log_overrun_ratio",0.122350081735612
"WO-00151","E957","Fire Safety",-0.8225,-0.483296677516529,1,0,0,0,"log_days_to_complete",1.45861502269952
"WO-00152","B105","Plumbing",2.1775,-0.90910029511998,1,1,1,82.2036,"log_overrun_ratio",0.0273520649203479
"WO-00152","B105","Plumbing",2.1775,-0.90910029511998,1,1,1,82.2036,"log_days_to_complete",3.62700405039585
"WO-00153","B887","HVAC",-0.8225,0.138212076538542,1,1,1,82.2054,"log_overrun_ratio",0.1377461908048
"WO-00153","B887","HVAC",-0.8225,0.138212076538542,1,1,1,82.2054,"log_days_to_complete",1.54756250871601
"WO-00154","E316","Roofing",-0.8225,0.324803447983342,1,1,1,82.2068,"log_overrun_ratio",0.28320671272696
"WO-00154","E316","Roofing",-0.8225,0.324803447983342,1,1,1,82.2068,"log_days_to_complete",0.741937344729377
"WO-00155","B816","Fire Safety",1.1775,-0.364775362583391,1,1,1,82.2035,"log_overrun_ratio",0.243360090542773
"WO-00155","B816","Fire Safety",1.1775,-0.364775362583391,1,1,1,82.2035,"log_days_to_complete",3.48431228837266
"WO-00156","B816","Electrical",1.1775,0.102472817396134,1,1,1,82.2061,"log_overrun_ratio",0.1077867520519
"WO-00156","B816","Electrical",1.1775,0.102472817396134,1,1,1,82.2061,"log_days_to_complete",3.54385368206368
"WO-00157","E934","Electrical",-0.8225,-0.23554542501525,1,1,1,82.2045,"log_overrun_ratio",0.115015212735581
"WO-00157","E934","Electrical",-0.8225,-0.23554542501525,1,1,1,82.2045,"log_days_to_complete",1.77495235091167
"WO-00158","C252","Electrical",-0.8225,-0.386914415583043,0,0,0,0,"log_overrun_ratio",0.21743434520915
"WO-00158","C252","Electrical",-0.8225,-0.386914415583043,0,0,0,0,"log_days_to_complete",1.52605630349505
"WO-00159","B818","IT",2.1775,0.14851310168811,1,1,1,82.2057,"log_overrun_ratio",0.103500673548031
"WO-00159","B818","IT",2.1775,0.14851310168811,1,1,1,82.2057,"log_days_to_complete",4.17130560335823
"WO-00160","A428","HVAC",-1.8225,0.397522363214003,0,0,0,0,"log_overrun_ratio",0.20133292358686
"WO-00160","A428","HVAC",-1.8225,0.397522363214003,0,0,0,0,"log_days_to_complete",1.16315080980568
"WO-00161","B816","Plumbing",-1.8225,-0.592996113872399,1,1,1,82.2048,"log_overrun_ratio",0.137709770638198
"WO-00161","B816","Plumbing",-1.8225,-0.592996113872399,1,1,1,82.2048,"log_days_to_complete",0.641853886172395
"WO-00162","A526","Fire Safety",-1.8225,-0.502465447098118,1,1,1,82.2068,"log_overrun_ratio",0.0572645087260092
"WO-00162","A526","Fire Safety",-1.8225,-0.502465447098118,1,1,1,82.2068,"log_days_to_complete",1.1314021114911
"WO-00163","D492","Fire Safety",-0.8225,-0.428212644856714,1,0,0,0,"log_overrun_ratio",0.130362107591549
"WO-00163","D492","Fire Safety",-0.8225,-0.428212644856714,1,0,0,0,"log_days_to_complete",2.27212588550934
"WO-00164","B358","HVAC",-0.8225,0.64080081914364,0,0,0,0,"log_overrun_ratio",-0.151333870157229
"WO-00164","B358","HVAC",-0.8225,0.64080081914364,0,0,0,0,"log_days_to_complete",2.3887627892351
"WO-00165","A726","Plumbing",-1.8225,-0.822664981998837,0,0,0,0,"log_overrun_ratio",0.0342876173588928
"WO-00165","A726","Plumbing",-1.8225,-0.822664981998837,0,0,0,0,"log_days_to_complete",0.741937344729377
"WO-00166","D513","Plumbing",0.1775,-0.492659905729072,0,0,0,0,"log_overrun_ratio",0.056689759485587
"WO-00166","D513","Plumbing",0.1775,-0.492659905729072,0,0,0,0,"log_days_to_complete",2.71469474382088
"WO-00167","D230","HVAC",1.1775,0.63335654356084,0,0,0,0,"log_overrun_ratio",0.147999388966583
"WO-00167","D230","HVAC",1.1775,0.63335654356084,0,0,0,0,"log_days_to_complete",2.87356463957978
"WO-00168","C453","Fire Safety",-0.8225,-0.411220972127579,0,0,0,0,"log_overrun_ratio",0.351110529913734
"WO-00168","C453","Fire Safety",-0.8225,-0.411220972127579,0,0,0,0,"log_days_to_complete",2.00148000021012
"WO-00169","B816","Roofing",0.1775,-0.307232936037078,1,1,1,82.2057,"log_overrun_ratio",0.262952362343214
"WO-00169","B816","Roofing",0.1775,-0.307232936037078,1,1,1,82.2057,"log_days_to_complete",3.07269331469012
"WO-00170","B818","Electrical",-0.8225,-0.481918640127246,1,1,1,82.2025,"log_overrun_ratio",0.133791024674067
"WO-00170","B818","Electrical",-0.8225,-0.481918640127246,1,1,1,82.2025,"log_days_to_complete",2.05412373369555
"WO-00171","B916","HVAC",2.1775,0.322545040853337,1,1,1,82.2052,"log_overrun_ratio",0.156682019329615
"WO-00171","B916","HVAC",2.1775,0.322545040853337,1,1,1,82.2052,"log_days_to_complete",3.69137633431252
"WO-00172","A375","Electrical",-0.8225,-0.192074909792362,0,0,0,0,"log_overrun_ratio",0.127924050735645
"WO-00172","A375","Electrical",-0.8225,-0.192074909792362,0,0,0,0,"log_days_to_complete",1.70474809223843
"WO-00173","C453","HVAC",0.1775,0.372150885321334,0,0,0,0,"log_overrun_ratio",0.360115287789478
"WO-00173","C453","HVAC",0.1775,0.372150885321334,0,0,0,0,"log_days_to_complete",2.88480071284671
"WO-00174","D380","Structural",-0.8225,1.07901868122767,1,1,1,82.2049,"log_overrun_ratio",0.0897908785657354
"WO-00174","D380","Structural",-0.8225,1.07901868122767,1,1,1,82.2049,"log_days_to_complete",2.17475172148416
"WO-00175","B558","IT",-0.8225,-0.355256851176666,0,0,0,0,"log_overrun_ratio",0.260027601621519
"WO-00175","B558","IT",-0.8225,-0.355256851176666,0,0,0,0,"log_days_to_complete",2.50143595173921
"WO-00176","A526","Structural",0.1775,0.522223676073768,1,0,0,0,"log_overrun_ratio",0.0624294029757039
"WO-00176","A526","Structural",0.1775,0.522223676073768,1,0,0,0,"log_days_to_complete",3.12236492448736
"WO-00177","D822","Fire Safety",-0.8225,-1.28040249094392,0,0,0,0,"log_overrun_ratio",0.296322879751789
"WO-00177","D822","Fire Safety",-0.8225,-1.28040249094392,0,0,0,0,"log_days_to_complete",1.80828877117927
"WO-00178","E252","IT",1.1775,-0.379921890094197,1,1,1,82.2042,"log_overrun_ratio",0.250153572266209
"WO-00178","E252","IT",1.1775,-0.379921890094197,1,1,1,82.2042,"log_days_to_complete",3.25037449192757
"WO-00179","D640","Elevator",2.1775,0.821859061114717,0,0,0,0,"log_overrun_ratio",-0.214085301720573
"WO-00179","D640","Elevator",2.1775,0.821859061114717,0,0,0,0,"log_days_to_complete",4.38077585277223
"WO-00180","D846","Electrical",-1.8225,-0.110071632194661,0,0,0,0,"log_overrun_ratio",0.325805783772212
"WO-00180","D846","Electrical",-1.8225,-0.110071632194661,0,0,0,0,"log_days_to_complete",1.50407739677627
"WO-00181","B916","Electrical",0.1775,-0.32232358709922,1,1,1,82.2058,"log_overrun_ratio",0.0971194207390857
"WO-00181","B916","Electrical",0.1775,-0.32232358709922,1,1,1,82.2058,"log_days_to_complete",3.21084365317094
"WO-00182","E563","Elevator",-0.8225,0.919755281364607,1,1,1,82.2066,"log_overrun_ratio",0.164587963028056
"WO-00182","E563","Elevator",-0.8225,0.919755281364607,1,1,1,82.2066,"log_days_to_complete",1.80828877117927
"WO-00183","C453","HVAC",-0.8225,0.312864954728349,0,0,0,0,"log_overrun_ratio",0.214414188295114
"WO-00183","C453","HVAC",-0.8225,0.312864954728349,0,0,0,0,"log_days_to_complete",2.28238238567653
"WO-00184","B916","Elevator",1.1775,0.923408367694185,1,1,1,82.2048,"log_overrun_ratio",-0.0304318679213587
"WO-00184","B916","Elevator",1.1775,0.923408367694185,1,1,1,82.2048,"log_days_to_complete",3.27336401015227
"WO-00185","B358","HVAC",-0.8225,0.0320269052609294,0,0,0,0,"log_overrun_ratio",-0.0507192354075437
"WO-00185","B358","HVAC",-0.8225,0.0320269052609294,0,0,0,0,"log_days_to_complete",1.85629799036563
"WO-00186","D822","Electrical",-0.8225,0.077117608364599,0,0,0,0,"log_overrun_ratio",-0.162914470977205
"WO-00186","D822","Electrical",-0.8225,0.077117608364599,0,0,0,0,"log_days_to_complete",2.55722731136763
"WO-00187","A924","HVAC",1.1775,0.186558024982128,1,1,1,82.2061,"log_overrun_ratio",0.192354266563672
"WO-00187","A924","HVAC",1.1775,0.186558024982128,1,1,1,82.2061,"log_days_to_complete",3.43720781918519
"WO-00188","E311","Electrical",0.1775,-0.913549354472488,1,1,1,82.2015,"log_overrun_ratio",0.120358834224868
"WO-00188","E311","Electrical",0.1775,-0.913549354472488,1,1,1,82.2015,"log_days_to_complete",2.66722820658195
"WO-00189","D822","Electrical",0.1775,-0.285332511653319,0,0,0,0,"log_overrun_ratio",0.281004420269723
"WO-00189","D822","Electrical",0.1775,-0.285332511653319,0,0,0,0,"log_days_to_complete",2.90142159408275
"WO-00190","B105","Plumbing",-0.8225,-1.33325594463956,1,0,0,0,"log_overrun_ratio",0.070933589938434
"WO-00190","B105","Plumbing",-0.8225,-1.33325594463956,1,0,0,0,"log_days_to_complete",1.33500106673234
"WO-00191","A404","Elevator",-0.8225,0.380526274553839,0,0,0,0,"log_overrun_ratio",0.436887468818512
"WO-00191","A404","Elevator",-0.8225,0.380526274553839,0,0,0,0,"log_days_to_complete",2.41591377830105
"WO-00192","A726","Electrical",-1.8225,-0.448661450513583,0,0,0,0,"log_overrun_ratio",0.198268295032293
"WO-00192","A726","Electrical",-1.8225,-0.448661450513583,0,0,0,0,"log_days_to_complete",1.16315080980568
"WO-00193","A375","Roofing",1.1775,0.0204150740354745,0,0,0,0,"log_overrun_ratio",0.337220225603635
"WO-00193","A375","Roofing",1.1775,0.0204150740354745,0,0,0,0,"log_days_to_complete",3.65065824129374
"WO-00194","D822","Fire Safety",2.1775,-0.70390691650038,0,0,0,0,"log_overrun_ratio",0.328472118073781
"WO-00194","D822","Fire Safety",2.1775,-0.70390691650038,0,0,0,0,"log_days_to_complete",0
"WO-00195","E252","Electrical",-0.8225,-0.754781823360348,1,1,1,82.2057,"log_overrun_ratio",0.168113297505764
"WO-00195","E252","Electrical",-0.8225,-0.754781823360348,1,1,1,82.2057,"log_days_to_complete",1.02961941718116
"WO-00196","B558","Electrical",1.1775,-1.07646634987873,0,0,0,0,"log_overrun_ratio",0.228150069834231
"WO-00196","B558","Electrical",1.1775,-1.07646634987873,0,0,0,0,"log_days_to_complete",3.67882911826043
"WO-00197","B409","Electrical",0.1775,-0.195468933448605,1,1,1,82.2002,"log_overrun_ratio",-0.0397120316701311
"WO-00197","B409","Electrical",0.1775,-0.195468933448605,1,1,1,82.2002,"log_days_to_complete",2.51769647261099
"WO-00198","D640","IT",-0.8225,0.13614545353045,0,0,0,0,"log_overrun_ratio",0.102916914803961
"WO-00198","D640","IT",-0.8225,0.13614545353045,0,0,0,0,"log_days_to_complete",2.35137525716348
"WO-00199","A375","Electrical",0.1775,-0.238261012661656,0,0,0,0,"log_overrun_ratio",0.397723770832131
"WO-00199","A375","Electrical",0.1775,-0.238261012661656,0,0,0,0,"log_days_to_complete",3.60821155104648
"WO-00200","D846","HVAC",0.1775,0.484927897378123,0,0,0,0,"log_overrun_ratio",0.304555492113937
"WO-00200","D846","HVAC",0.1775,0.484927897378123,0,0,0,0,"log_days_to_complete",3.07731226054641
"WO-00201","D492","HVAC",0.1775,0.401386439987892,1,1,1,82.2114,"log_overrun_ratio",0.124498668254016
"WO-00201","D492","HVAC",0.1775,0.401386439987892,1,1,1,82.2114,"log_days_to_complete",2.70805020110221
"WO-00202","D230","Elevator",-0.8225,0.92747741603614,0,0,0,0,"log_overrun_ratio",0.399222921730897
"WO-00202","D230","Elevator",-0.8225,0.92747741603614,0,0,0,0,"log_days_to_complete",2.2512917986065
"WO-00203","B409","Elevator",1.1775,0.956285780661839,1,1,1,82.2016,"log_overrun_ratio",0.160142854046919
"WO-00203","B409","Elevator",1.1775,0.956285780661839,1,1,1,82.2016,"log_days_to_complete",3.89182029811063
"WO-00204","E544","Plumbing",-0.8225,-1.26688421696402,0,0,0,0,"log_overrun_ratio",0.277050847344194
"WO-00204","E544","Plumbing",-0.8225,-1.26688421696402,0,0,0,0,"log_days_to_complete",1.7227665977411
"WO-00205","B816","Elevator",-1.8225,0.308270492688457,1,1,1,82.2049,"log_overrun_ratio",0.129639170175677
"WO-00205","B816","Elevator",-1.8225,0.308270492688457,1,1,1,82.2049,"log_days_to_complete",1.41098697371026
"WO-00206","D380","Roofing",1.1775,0.103628610438593,1,1,1,82.2053,"log_overrun_ratio",0.0569158183014441
"WO-00206","D380","Roofing",1.1775,0.103628610438593,1,1,1,82.2053,"log_days_to_complete",2.91777073208428
"WO-00207","C453","Structural",2.1775,0.944206270880239,0,0,0,0,"log_overrun_ratio",0.352787377357473
"WO-00207","C453","Structural",2.1775,0.944206270880239,0,0,0,0,"log_days_to_complete",4.20319896713418
"WO-00208","C742","IT",0.1775,-0.0848206718716309,1,0,0,0,"log_overrun_ratio",0.193693320309514
"WO-00208","C742","IT",0.1775,-0.0848206718716309,1,0,0,0,"log_days_to_complete",2.32238772029023
"WO-00209","A428","Structural",2.1775,1.11824176044773,0,0,0,0,"log_overrun_ratio",0.365682917373554
"WO-00209","A428","Structural",2.1775,1.11824176044773,0,0,0,0,"log_days_to_complete",4.30406509320417
"WO-00210","B409","Structural",-0.8225,1.1572881758826,1,1,1,82.2053,"log_overrun_ratio",0.292044919560705
"WO-00210","B409","Structural",-0.8225,1.1572881758826,1,1,1,82.2053,"log_days_to_complete",2.26176309847379
"WO-00211","B558","HVAC",-0.8225,-0.118551013797587,0,0,0,0,"log_overrun_ratio",0.103527569068727
"WO-00211","B558","HVAC",-0.8225,-0.118551013797587,0,0,0,0,"log_days_to_complete",1.75785791755237
"WO-00212","B105","Electrical",-0.8225,-0.00148034899032545,1,1,1,82.207,"log_overrun_ratio",0.219347318856997
"WO-00212","B105","Electrical",-0.8225,-0.00148034899032545,1,1,1,82.207,"log_days_to_complete",2.07944154167984
"WO-00213","D640","Fire Safety",-0.8225,-0.352134650903597,0,0,0,0,"log_overrun_ratio",0.210025261969706
"WO-00213","D640","Fire Safety",-0.8225,-0.352134650903597,0,0,0,0,"log_days_to_complete",2.23001440015921
"WO-00214","C252","Plumbing",1.1775,-0.849493784486983,0,0,0,0,"log_overrun_ratio",0.0691601496862839
"WO-00214","C252","Plumbing",1.1775,-0.849493784486983,0,0,0,0,"log_days_to_complete",3.26575941076705
"WO-00215","E252","Structural",2.1775,1.29390693024763,1,1,1,82.2036,"log_overrun_ratio",0.156898089203579
"WO-00215","E252","Structural",2.1775,1.29390693024763,1,1,1,82.2036,"log_days_to_complete",4.38327585407431
"WO-00216","E311","HVAC",1.1775,0.342335311917711,1,1,1,82.2041,"log_overrun_ratio",0.200107844596486
"WO-00216","E311","HVAC",1.1775,0.342335311917711,1,1,1,82.2041,"log_days_to_complete",3.3322045101752
"WO-00217","A428","Plumbing",1.1775,-0.603438204832207,0,0,0,0,"log_overrun_ratio",0.31376199441499
"WO-00217","A428","Plumbing",1.1775,-0.603438204832207,0,0,0,0,"log_days_to_complete",2.98061863574394
"WO-00218","B435","HVAC",-0.8225,0.364172385421419,1,1,1,82.2001,"log_overrun_ratio",0.00986940929894321
"WO-00218","B435","HVAC",-0.8225,0.364172385421419,1,1,1,82.2001,"log_days_to_complete",2.36085400111802
"WO-00219","E934","IT",0.1775,0.133544631280101,1,1,1,82.2081,"log_overrun_ratio",0.22037612852695
"WO-00219","E934","IT",0.1775,0.133544631280101,1,1,1,82.2081,"log_days_to_complete",2.77881927199042
"WO-00220","E252","IT",0.1775,-0.1267749355123,1,1,1,82.2038,"log_overrun_ratio",0.246484374668591
"WO-00220","E252","IT",0.1775,-0.1267749355123,1,1,1,82.2038,"log_days_to_complete",3.34638914516716
"WO-00221","A924","HVAC",2.1775,0.391161876657932,1,1,1,82.2075,"log_overrun_ratio",0.0452617730020191
"WO-00221","A924","HVAC",2.1775,0.391161876657932,1,1,1,82.2075,"log_days_to_complete",3.52929738428947
"WO-00222","E316","Fire Safety",-0.8225,-0.400771316413303,1,0,0,0,"log_overrun_ratio",0.307847682190381
"WO-00222","E316","Fire Safety",-0.8225,-0.400771316413303,1,0,0,0,"log_days_to_complete",2.46809953147162
"WO-00223","E957","Roofing",-0.8225,0.120718240068474,1,1,1,82.2052,"log_overrun_ratio",0.227191408422843
"WO-00223","E957","Roofing",-0.8225,0.120718240068474,1,1,1,82.2052,"log_days_to_complete",2.14006616349627
"WO-00224","A526","Fire Safety",1.1775,-0.799324283737493,1,1,1,82.2011,"log_overrun_ratio",-0.0149350699622654
"WO-00224","A526","Fire Safety",1.1775,-0.799324283737493,1,1,1,82.2011,"log_days_to_complete",3.21084365317094
"WO-00225","B358","Electrical",0.1775,-0.0901611050747153,0,0,0,0,"log_overrun_ratio",0.0778078337019085
"WO-00225","B358","Electrical",0.1775,-0.0901611050747153,0,0,0,0,"log_days_to_complete",2.31253542384721
"WO-00226","A924","Electrical",0.1775,-0.648330473284934,1,0,0,0,"log_overrun_ratio",0.0983275999795759
"WO-00226","A924","Electrical",0.1775,-0.648330473284934,1,0,0,0,"log_days_to_complete",2.82731362192903
"WO-00227","D230","Fire Safety",-1.8225,-0.698534805258944,0,0,0,0,"log_overrun_ratio",-0.059666852289448
"WO-00227","D230","Fire Safety",-1.8225,-0.698534805258944,0,0,0,0,"log_days_to_complete",0
"WO-00228","A389","Fire Safety",-0.8225,-0.816088934472148,1,1,1,82.2041,"log_overrun_ratio",0.185277042178934
"WO-00228","A389","Fire Safety",-0.8225,-0.816088934472148,1,1,1,82.2041,"log_days_to_complete",1.88706964903238
"WO-00229","E563","Structural",1.1775,1.21877966925383,1,1,1,82.2093,"log_overrun_ratio",0.0511387155020265
"WO-00229","E563","Structural",1.1775,1.21877966925383,1,1,1,82.2093,"log_days_to_complete",3.48737507790321
"WO-00230","B916","Plumbing",0.1775,-0.451297070463553,1,1,1,82.2072,"log_overrun_ratio",0.198380729361011
"WO-00230","B916","Plumbing",0.1775,-0.451297070463553,1,1,1,82.2072,"log_days_to_complete",2.92852352386054
"WO-00231","B105","HVAC",0.1775,0.563926725416364,1,0,0,0,"log_overrun_ratio",0.266660084932637
"WO-00231","B105","HVAC",0.1775,0.563926725416364,1,0,0,0,"log_days_to_complete",2.63188884013665
"WO-00232","B818","HVAC",2.1775,0.26784099128033,1,1,1,82.208,"log_overrun_ratio",0.0569151771065141
"WO-00232","B818","HVAC",2.1775,0.26784099128033,1,1,1,82.208,"log_days_to_complete",4.07243972683405
"WO-00233","D822","HVAC",0.1775,-0.350099583319242,0,0,0,0,"log_overrun_ratio",0.0861394967297127
"WO-00233","D822","HVAC",0.1775,-0.350099583319242,0,0,0,0,"log_days_to_complete",2.59525470695687
"WO-00234","B816","HVAC",1.1775,0.298306178718155,1,1,1,82.2029,"log_overrun_ratio",0.112915289078855
"WO-00234","B816","HVAC",1.1775,0.298306178718155,1,1,1,82.2029,"log_days_to_complete",3.86911550441687
"WO-00235","D360","Plumbing",1.1775,-1.14316288249077,0,0,0,0,"log_overrun_ratio",0.285159104579811
"WO-00235","D360","Plumbing",1.1775,-1.14316288249077,0,0,0,0,"log_days_to_complete",3.05870707271538
"WO-00236","D991","Electrical",1.1775,-0.0756211138697722,0,0,0,0,"log_overrun_ratio",0.217156742314536
"WO-00236","D991","Electrical",1.1775,-0.0756211138697722,0,0,0,0,"log_days_to_complete",3.75653810258775
"WO-00237","A726","Elevator",-1.8225,0.350661573593586,0,0,0,0,"log_overrun_ratio",0.162078280069272
"WO-00237","A726","Elevator",-1.8225,0.350661573593586,0,0,0,0,"log_days_to_complete",0.587786664902119
"WO-00238","A375","HVAC",0.1775,0.469795728503568,0,0,0,0,"log_overrun_ratio",0.322192621836944
"WO-00238","A375","HVAC",0.1775,0.469795728503568,0,0,0,0,"log_days_to_complete",3.14845336057165
"WO-00239","C742","Plumbing",2.1775,-0.681848254013438,1,1,1,82.208,"log_overrun_ratio",-0.00100020768950176
"WO-00239","C742","Plumbing",2.1775,-0.681848254013438,1,1,1,82.208,"log_days_to_complete",3.71600812150219
"WO-00240","D822","IT",-1.8225,0.167746653769566,0,0,0,0,"log_overrun_ratio",-0.0861485285958428
"WO-00240","D822","IT",-1.8225,0.167746653769566,0,0,0,0,"log_days_to_complete",0.0953101798043249
"WO-00241","E311","Structural",0.1775,0.907839263224862,1,1,1,82.205,"log_overrun_ratio",0.248241550327535
"WO-00241","E311","Structural",0.1775,0.907839263224862,1,1,1,82.205,"log_days_to_complete",2.63188884013665
"WO-00242","B887","HVAC",-1.8225,0.500670663095804,1,1,1,82.1987,"log_overrun_ratio",0.199368715155351
"WO-00242","B887","HVAC",-1.8225,0.500670663095804,1,1,1,82.1987,"log_days_to_complete",1.3609765531356
"WO-00243","C252","Fire Safety",-0.8225,-0.389463508904146,0,0,0,0,"log_overrun_ratio",-0.170456531971714
"WO-00243","C252","Fire Safety",-0.8225,-0.389463508904146,0,0,0,0,"log_days_to_complete",2.00148000021012
"WO-00244","C285","HVAC",-0.8225,0.332184128654255,0,0,0,0,"log_overrun_ratio",0.221122754399138
"WO-00244","C285","HVAC",-0.8225,0.332184128654255,0,0,0,0,"log_days_to_complete",2.76000994003292
